trigger_class,rt,prior,workerid,slide_number_in_experiment,question_type,prior_fact,Answer.time_in_minutes,trigger,short_trigger,content,response,block
C,12015,low_prior,463,17,ai,Tony has been sober for 20 years,11.38545,reveal,reveal,tony,0.78,block1
C,12712,low_prior,463,18,ai,Mary is a middle school student,11.38545,suggest,suggest,mary,1,block1
C,12999,low_prior,463,19,ai,Sophia is a high end fashion model,11.38545,think,think,sophia,0.7,block1
MC,7755,,463,20,ai,Muffins are sold at the bakery,11.38545,MC,MC,muffins,1,block1
C,13224,high_prior,463,21,ai,Olivia works the third shift,11.38545,demonstrate,demonstrate,olivia,0.93,block1
C,13279,high_prior,463,22,ai,Jayden's car is in the shop,11.38545,confess,confess,jayden,0.9,block1
MC,11408,,463,23,ai,Garages are used to store cars and other things,11.38545,MC,MC,garage,1,block1
MC,13344,,463,24,ai,Many children like ice cream,11.38545,MC,MC,kids,1,block1
C,19010,low_prior,463,25,ai,Jackson is obese,11.38545,hear,hear,jackson,0.52,block1
C,18831,high_prior,463,26,ai,Josie loves France,11.38545,inform,inform,josie,0.11,block1
C,8992,low_prior,463,27,ai,Zoe is 5 years old,11.38545,prove,prove,zoe,0.89,block1
C,15895,high_prior,463,28,ai,Isabella is from Argentina,11.38545,be_right,be_right,isabella,1,block1
C,10460,high_prior,463,29,ai,Jon lives 2 blocks away from work,11.38545,establish,establish,jon,0.9,block1
C,11663,high_prior,463,30,ai,Frank has always wanted a pet,11.38545,be_annoyed,be_annoyed,frank,0,block1
C,10535,high_prior,463,32,projective,Josie loves France,11.38545,inform,inform,josie,1,block2
MC,5695,,463,33,projective,Ballet is a type of dance,11.38545,MC,MC,ballet,0,block2
C,10048,low_prior,463,34,projective,Zoe is 5 years old,11.38545,prove,prove,zoe,0.21,block2
C,11577,high_prior,463,35,projective,Josh is a 5-year old boy,11.38545,discover,discover,josh,0.21,block2
C,12538,low_prior,463,36,projective,Emma is in first grade,11.38545,acknowledge,acknowledge,emma,0.82,block2
MC,6504,,463,37,projective,Muffins are sold at the bakery,11.38545,MC,MC,muffins,0,block2
MC,6000,,463,38,projective,Pizza is sold at the pizzeria,11.38545,MC,MC,pizza,0,block2
C,4816,high_prior,463,39,projective,Frank has always wanted a pet,11.38545,be_annoyed,be_annoyed,frank,1,block2
MC,5383,,463,40,projective,Many children like ice cream,11.38545,MC,MC,kids,0,block2
C,9873,high_prior,463,41,projective,Jon lives 2 blocks away from work,11.38545,establish,establish,jon,0.31,block2
MC,5543,,463,42,projective,Garages are used to store cars and other things,11.38545,MC,MC,garage,0,block2
C,6280,high_prior,463,43,projective,Emily has been saving for a year,11.38545,see,see,emily,0.89,block2
C,5736,low_prior,463,44,projective,Jackson is obese,11.38545,hear,hear,jackson,0.87,block2
C,6312,low_prior,463,45,projective,Owen lives in New Orleans,11.38545,pretend,pretend,owen,0,block2
C,12953,low_prior,463,46,projective,Sophia is a high end fashion model,11.38545,think,think,sophia,0,block2
C,8055,low_prior,463,47,projective,Grace hates her sister,11.38545,say,say,grace,0.17,block2
C,6927,low_prior,463,48,projective,Mia is a nun,11.38545,confirm,confirm,mia,0.1,block2
C,8600,low_prior,463,49,projective,Charley lives in Korea,11.38545,admit,admit,charley,0.35,block2
C,7135,high_prior,463,50,projective,Danny loves cake,11.38545,know,know,danny,0.88,block2
C,6520,high_prior,463,51,projective,Olivia works the third shift,11.38545,demonstrate,demonstrate,olivia,0.98,block2
MC,4496,,463,52,projective,Hats are worn on the head,11.38545,MC,MC,hat,0,block2
C,6248,low_prior,463,53,projective,Tony has been sober for 20 years,11.38545,reveal,reveal,tony,0.73,block2
C,5879,high_prior,463,54,projective,Julian is Cuban,11.38545,announce,announce,julian,0.64,block2
C,5275,high_prior,463,55,projective,Isabella is from Argentina,11.38545,be_right,be_right,isabella,0.17,block2
C,5911,low_prior,463,56,projective,Mary is a middle school student,11.38545,suggest,suggest,mary,0.11,block2
C,7152,high_prior,463,57,projective,Jayden's car is in the shop,11.38545,confess,confess,jayden,0.76,block2
C,33681,low_prior,464,5,ai,Josie doesn't have a passport,10.69195,suggest,suggest,josie,0.17,block1
MC,18600,,464,6,ai,Many children like ice cream,10.69195,MC,MC,kids,1,block1
C,14536,low_prior,464,7,ai,Isabella is a vegetarian,10.69195,reveal,reveal,isabella,0.86,block1
C,13200,low_prior,464,8,ai,Frank is allergic to cats,10.69195,demonstrate,demonstrate,frank,0.73,block1
C,14361,high_prior,464,9,ai,Mary is taking a prenatal yoga class,10.69195,say,say,mary,0.16,block1
C,9657,high_prior,464,10,ai,Jayden's car is in the shop,10.69195,hear,hear,jayden,0.83,block1
C,19959,low_prior,464,11,ai,Jon lives 10 miles away from work,10.69195,know,know,jon,0.17,block1
C,10217,high_prior,464,12,ai,Danny loves cake,10.69195,prove,prove,danny,0.87,block1
C,14376,low_prior,464,13,ai,Olivia has two small children,10.69195,confirm,confirm,olivia,0.87,block1
C,9097,high_prior,464,14,ai,Josh is a 5-year old boy,10.69195,pretend,pretend,josh,0.87,block1
C,5664,high_prior,464,15,ai,Grace loves her sister,10.69195,discover,discover,grace,0.88,block1
C,14064,high_prior,464,16,ai,Owen lives in Chicago,10.69195,announce,announce,owen,0.88,block1
C,31897,low_prior,464,17,ai,Julian is German,10.69195,acknowledge,acknowledge,julian,0.84,block1
C,5880,low_prior,464,18,ai,Jackson is obese,10.69195,establish,establish,jackson,0.84,block1
C,27985,low_prior,464,19,ai,Emily never has any money,10.69195,inform,inform,emily,0.13,block1
C,12016,high_prior,464,20,ai,Mia is a college student,10.69195,confess,confess,mia,0.89,block1
MC,9135,,464,21,ai,Garages are used to store cars and other things,10.69195,MC,MC,garage,0.88,block1
C,15193,low_prior,464,22,ai,Zoe is 5 years old,10.69195,see,see,zoe,0.12,block1
C,11120,high_prior,464,23,ai,Tony really likes to party with his friends,10.69195,think,think,tony,0.88,block1
MC,7296,,464,24,ai,Pizza is sold at the pizzeria,10.69195,MC,MC,pizza,0.89,block1
MC,5608,,464,25,ai,Hats are worn on the head,10.69195,MC,MC,hat,0.87,block1
C,7097,low_prior,464,26,ai,Sophia is a high end fashion model,10.69195,admit,admit,sophia,0.86,block1
MC,5760,,464,27,ai,Muffins are sold at the bakery,10.69195,MC,MC,muffins,0.89,block1
MC,5535,,464,28,ai,Ballet is a type of dance,10.69195,MC,MC,ballet,0.89,block1
C,6192,high_prior,464,29,ai,Charley lives in Mexico,10.69195,be_right,be_right,charley,0.18,block1
C,5559,high_prior,464,30,ai,Emma is in law school,10.69195,be_annoyed,be_annoyed,emma,0.9,block1
C,11145,high_prior,464,32,projective,Jayden's car is in the shop,10.69195,hear,hear,jayden,0.89,block2
C,6559,low_prior,464,33,projective,Julian is German,10.69195,acknowledge,acknowledge,julian,0.87,block2
MC,6312,,464,34,projective,Muffins are sold at the bakery,10.69195,MC,MC,muffins,0.12,block2
C,7824,high_prior,464,35,projective,Danny loves cake,10.69195,prove,prove,danny,0.12,block2
C,7105,high_prior,464,36,projective,Tony really likes to party with his friends,10.69195,think,think,tony,0.12,block2
C,11855,high_prior,464,37,projective,Owen lives in Chicago,10.69195,announce,announce,owen,0.84,block2
MC,6168,,464,38,projective,Pizza is sold at the pizzeria,10.69195,MC,MC,pizza,0.12,block2
C,8448,low_prior,464,39,projective,Frank is allergic to cats,10.69195,demonstrate,demonstrate,frank,0.12,block2
C,14944,high_prior,464,40,projective,Mary is taking a prenatal yoga class,10.69195,say,say,mary,0.12,block2
C,6985,high_prior,464,41,projective,Charley lives in Mexico,10.69195,be_right,be_right,charley,0.13,block2
MC,6984,,464,42,projective,Ballet is a type of dance,10.69195,MC,MC,ballet,0.13,block2
MC,4775,,464,43,projective,Hats are worn on the head,10.69195,MC,MC,hat,0.12,block2
C,6368,low_prior,464,44,projective,Sophia is a high end fashion model,10.69195,admit,admit,sophia,0.12,block2
C,6784,high_prior,464,45,projective,Josh is a 5-year old boy,10.69195,pretend,pretend,josh,0.1,block2
C,7544,high_prior,464,46,projective,Grace loves her sister,10.69195,discover,discover,grace,0.1,block2
C,6912,low_prior,464,47,projective,Jon lives 10 miles away from work,10.69195,know,know,jon,0.87,block2
C,7928,low_prior,464,48,projective,Josie doesn't have a passport,10.69195,suggest,suggest,josie,0.13,block2
C,11337,low_prior,464,49,projective,Zoe is 5 years old,10.69195,see,see,zoe,0.87,block2
C,6144,low_prior,464,50,projective,Olivia has two small children,10.69195,confirm,confirm,olivia,0.11,block2
C,7985,high_prior,464,51,projective,Mia is a college student,10.69195,confess,confess,mia,0.11,block2
C,7200,low_prior,464,52,projective,Emily never has any money,10.69195,inform,inform,emily,0.85,block2
C,17080,high_prior,464,53,projective,Emma is in law school,10.69195,be_annoyed,be_annoyed,emma,0.89,block2
C,5880,low_prior,464,54,projective,Jackson is obese,10.69195,establish,establish,jackson,0.11,block2
MC,6536,,464,55,projective,Many children like ice cream,10.69195,MC,MC,kids,0.11,block2
C,18954,low_prior,464,56,projective,Isabella is a vegetarian,10.69195,reveal,reveal,isabella,0.12,block2
MC,4103,,464,57,projective,Garages are used to store cars and other things,10.69195,MC,MC,garage,0.11,block2
MC,45786,,465,5,projective,Many children like ice cream,17.8088,MC,MC,kids,0.76,block1
C,32264,low_prior,465,6,projective,Jon lives 10 miles away from work,17.8088,demonstrate,demonstrate,jon,0.2,block1
C,26600,low_prior,465,7,projective,Tony has been sober for 20 years,17.8088,confess,confess,tony,0.71,block1
MC,23336,,465,8,projective,Garages are used to store cars and other things,17.8088,MC,MC,garage,0.72,block1
C,20440,low_prior,465,9,projective,Jayden doesn't have a driver's license,17.8088,suggest,suggest,jayden,0.13,block1
C,28128,low_prior,465,10,projective,Emily never has any money,17.8088,hear,hear,emily,0.31,block1
C,29584,high_prior,465,11,projective,Isabella is from Argentina,17.8088,know,know,isabella,0.84,block1
C,25286,low_prior,465,12,projective,Charley lives in Korea,17.8088,say,say,charley,0.36,block1
C,26176,high_prior,465,13,projective,Mia is a college student,17.8088,announce,announce,mia,0.6,block1
C,19024,high_prior,465,14,projective,Frank has always wanted a pet,17.8088,be_right,be_right,frank,0.31,block1
C,34984,high_prior,465,15,projective,Zoe is a math major,17.8088,pretend,pretend,zoe,0.23,block1
C,12076,low_prior,465,16,projective,Danny is a diabetic,17.8088,reveal,reveal,danny,0.8,block1
C,15380,low_prior,465,17,projective,Josie doesn't have a passport,17.8088,discover,discover,josie,0.36,block1
C,26639,low_prior,465,18,projective,Jackson is obese,17.8088,think,think,jackson,0.18,block1
MC,16847,,465,19,projective,Ballet is a type of dance,17.8088,MC,MC,ballet,0.23,block1
C,9512,high_prior,465,20,projective,Julian is Cuban,17.8088,be_annoyed,be_annoyed,julian,0.8,block1
C,38080,high_prior,465,21,projective,Sophia is a hipster,17.8088,prove,prove,sophia,0.6,block1
C,17536,low_prior,465,22,projective,Mary is a middle school student,17.8088,inform,inform,mary,0.72,block1
C,10190,high_prior,465,23,projective,Grace loves her sister,17.8088,establish,establish,grace,0.79,block1
MC,8950,,465,24,projective,Hats are worn on the head,17.8088,MC,MC,hat,0.7,block1
C,48820,high_prior,465,25,projective,Owen lives in Chicago,17.8088,acknowledge,acknowledge,owen,0.66,block1
MC,8442,,465,26,projective,Pizza is sold at the pizzeria,17.8088,MC,MC,pizza,0.78,block1
C,18078,high_prior,465,27,projective,Emma is in law school,17.8088,admit,admit,emma,0.8,block1
C,49794,high_prior,465,28,projective,Olivia works the third shift,17.8088,see,see,olivia,0.75,block1
C,12655,low_prior,465,29,projective,Josh is a 75-year old man,17.8088,confirm,confirm,josh,0.23,block1
MC,11745,,465,30,projective,Muffins are sold at the bakery,17.8088,MC,MC,muffins,0.7,block1
C,14809,low_prior,465,32,ai,Josie doesn't have a passport,17.8088,discover,discover,josie,0.18,block2
C,12223,low_prior,465,33,ai,Mary is a middle school student,17.8088,inform,inform,mary,0.64,block2
C,12155,high_prior,465,34,ai,Mia is a college student,17.8088,announce,announce,mia,0.69,block2
C,6446,high_prior,465,35,ai,Owen lives in Chicago,17.8088,acknowledge,acknowledge,owen,0.7,block2
C,8720,high_prior,465,36,ai,Emma is in law school,17.8088,admit,admit,emma,0.73,block2
C,5098,high_prior,465,37,ai,Olivia works the third shift,17.8088,see,see,olivia,0.75,block2
C,5200,low_prior,465,38,ai,Charley lives in Korea,17.8088,say,say,charley,0.26,block2
MC,8024,,465,39,ai,Muffins are sold at the bakery,17.8088,MC,MC,muffins,0.75,block2
C,58688,high_prior,465,40,ai,Isabella is from Argentina,17.8088,know,know,isabella,0.65,block2
C,5730,low_prior,465,41,ai,Jayden doesn't have a driver's license,17.8088,suggest,suggest,jayden,0.2,block2
C,19964,high_prior,465,42,ai,Grace loves her sister,17.8088,establish,establish,grace,0.71,block2
C,14934,low_prior,465,43,ai,Emily never has any money,17.8088,hear,hear,emily,0.73,block2
C,14256,high_prior,465,44,ai,Frank has always wanted a pet,17.8088,be_right,be_right,frank,0.74,block2
C,7086,low_prior,465,45,ai,Tony has been sober for 20 years,17.8088,confess,confess,tony,0.78,block2
C,11268,low_prior,465,46,ai,Josh is a 75-year old man,17.8088,confirm,confirm,josh,0.77,block2
C,19496,high_prior,465,47,ai,Julian is Cuban,17.8088,be_annoyed,be_annoyed,julian,0.8,block2
MC,6330,,465,48,ai,Ballet is a type of dance,17.8088,MC,MC,ballet,0.8,block2
MC,6375,,465,49,ai,Hats are worn on the head,17.8088,MC,MC,hat,0.77,block2
C,13215,low_prior,465,50,ai,Danny is a diabetic,17.8088,reveal,reveal,danny,0.8,block2
C,8232,low_prior,465,51,ai,Jackson is obese,17.8088,think,think,jackson,0.76,block2
C,6268,high_prior,465,52,ai,Sophia is a hipster,17.8088,prove,prove,sophia,0.82,block2
MC,7116,,465,53,ai,Pizza is sold at the pizzeria,17.8088,MC,MC,pizza,0.84,block2
C,6962,low_prior,465,54,ai,Jon lives 10 miles away from work,17.8088,demonstrate,demonstrate,jon,0.79,block2
C,5592,high_prior,465,55,ai,Zoe is a math major,17.8088,pretend,pretend,zoe,0.82,block2
MC,13296,,465,56,ai,Many children like ice cream,17.8088,MC,MC,kids,0.89,block2
MC,6792,,465,57,ai,Garages are used to store cars and other things,17.8088,MC,MC,garage,0.92,block2
C,30361,low_prior,466,5,ai,Sophia is a high end fashion model,15.669766666666666,discover,discover,sophia,0.01,block1
MC,19761,,466,6,ai,Muffins are sold at the bakery,15.669766666666666,MC,MC,muffins,0.97,block1
C,27560,high_prior,466,7,ai,Julian is Cuban,15.669766666666666,know,know,julian,0,block1
C,26126,low_prior,466,8,ai,Josie doesn't have a passport,15.669766666666666,prove,prove,josie,0.01,block1
C,28710,low_prior,466,9,ai,Frank is allergic to cats,15.669766666666666,reveal,reveal,frank,0.03,block1
C,23022,low_prior,466,10,ai,Jackson is obese,15.669766666666666,be_right,be_right,jackson,0.99,block1
C,15714,low_prior,466,11,ai,Danny is a diabetic,15.669766666666666,acknowledge,acknowledge,danny,0.99,block1
C,14113,low_prior,466,12,ai,Grace hates her sister,15.669766666666666,confess,confess,grace,0.99,block1
C,36749,high_prior,466,13,ai,Charley lives in Mexico,15.669766666666666,establish,establish,charley,1,block1
C,16446,high_prior,466,14,ai,Zoe is a math major,15.669766666666666,demonstrate,demonstrate,zoe,1,block1
C,27914,high_prior,466,15,ai,Josh is a 5-year old boy,15.669766666666666,announce,announce,josh,0.5,block1
C,12376,low_prior,466,16,ai,Jayden doesn't have a driver's license,15.669766666666666,pretend,pretend,jayden,0.02,block1
C,16768,high_prior,466,17,ai,Olivia works the third shift,15.669766666666666,see,see,olivia,0.99,block1
MC,12940,,466,18,ai,Many children like ice cream,15.669766666666666,MC,MC,kids,0.99,block1
C,24726,high_prior,466,19,ai,Mary is taking a prenatal yoga class,15.669766666666666,admit,admit,mary,0.19,block1
MC,13180,,466,20,ai,Pizza is sold at the pizzeria,15.669766666666666,MC,MC,pizza,0.96,block1
C,11140,low_prior,466,21,ai,Emma is in first grade,15.669766666666666,say,say,emma,1,block1
MC,11080,,466,22,ai,Garages are used to store cars and other things,15.669766666666666,MC,MC,garage,0.99,block1
C,15195,low_prior,466,23,ai,Jon lives 10 miles away from work,15.669766666666666,inform,inform,jon,0.01,block1
C,8907,low_prior,466,24,ai,Isabella is a vegetarian,15.669766666666666,confirm,confirm,isabella,0.99,block1
MC,7324,,466,25,ai,Ballet is a type of dance,15.669766666666666,MC,MC,ballet,0.99,block1
C,25226,high_prior,466,26,ai,Tony really likes to party with his friends,15.669766666666666,think,think,tony,0,block1
C,52044,high_prior,466,27,ai,Mia is a college student,15.669766666666666,hear,hear,mia,0.01,block1
C,10260,high_prior,466,28,ai,Emily has been saving for a year,15.669766666666666,be_annoyed,be_annoyed,emily,0.01,block1
MC,9393,,466,29,ai,Hats are worn on the head,15.669766666666666,MC,MC,hat,0.96,block1
